,effective_capacity_MW_end
59190,99.01643203634919
59241,99.01643203634919
59292,92.71595469267936
59343,99.01643203634919
59394,80.55017830939944
59445,99.01643203634919
59496,91.68721113130424
59547,85.89930351354246
59598,78.67161749685124
59649,88.76447752323939
59700,99.01643203634919
59751,60.24233193949474
59802,86.82133901545858
59853,51.09516490548855
59904,85.24557252774034
59955,82.31288979465275
60006,66.83792912992745
60057,99.01643203634919
60108,94.81851516178067
60159,89.0380478343631
60210,86.53328824524857
60261,65.09447071430101
60312,99.01643203634919
60363,31.445209934568737
60414,64.4230096826491
60465,88.28779857217165
60516,99.01643203634919
60567,99.01643203634919
60618,99.01643203634919
60669,35.588337330128915
60720,66.87986176468088
60771,90.93544317411992
60822,77.42839618548432
60873,99.01643203634919
60924,21.36938506026037
60975,51.81520505759972
61026,99.01643203634919
61077,38.49720050305339
61128,99.01643203634919
61179,99.01643203634919
61230,90.0642438642219
61281,67.48259636649897
61332,99.01643203634919
61383,80.83750103445352
61434,99.01643203634919
61485,99.01643203634919
61536,76.18184127896178
61587,99.01643203634919
61638,84.14864213908778
61689,69.58621019736907
61740,99.01643203634919
61791,83.22668391053274
61842,99.01643203634919
61893,40.29291806739769
61944,99.01643203634919
61995,57.12197725980964
62046,99.01643203634919
62097,50.64612427298133
62148,99.01643203634919
62199,76.56875562243172
62250,99.01643203634919
62301,89.98463284979523
62352,52.78310177193457
62403,48.23463826106259
62454,52.94780760048117
62505,72.5750565696598
62556,67.33311705495127
62607,67.41979382265424
62658,41.13291220830363
62709,81.5289224863092
62760,84.9890172532276
62811,20.03866209171757
62862,80.84440851143674
62913,99.01643203634919
62964,99.01643203634919
63015,66.7529286054665
63066,91.61013694319728
63117,26.08993479634538
63168,27.94351466363359
63219,99.01643203634919
63270,93.33448025142917
63321,75.08402973098195
63372,47.964866477903946
63423,92.02213499360259
63474,85.56625983033719
63525,99.01643203634919
63576,42.757666344866045
63627,99.01643203634919
63678,58.18756119242909
63729,55.3249837795141
63780,78.58811499799737
63831,87.69375518399386
63882,81.20770380449304
63933,66.89752929232483
63984,99.01643203634919
64035,99.01643203634919
64086,83.62992096462378
64137,65.6643538924549
64188,46.337396914824225
64239,86.52660370278174
64290,43.99511043448477
64341,24.793854387985608
64392,99.01643203634919
64443,99.01643203634919
64494,99.01643203634919
64545,21.36593245009701
64596,99.01643203634919
64647,99.01643203634919
